This is testing for fprintf...
Data @ Index 1056: dbec
Data @ Index 1057: deec
Data @ Index 1058: e655
Data @ Index 1059: ee55
Data @ Index 1060: f682
Data @ Index 1061: ff9e
Data @ Index 1062: 9aa
Data @ Index 1063: 135a
Data @ Index 1064: 1d46
Data @ Index 1065: 2813
Data @ Index 1066: 3356
Data @ Index 1067: 3aa4
Data @ Index 1068: 392e
Data @ Index 1069: 3290
Data @ Index 1070: 2ba6
Data @ Index 1071: 2462
Data @ Index 1072: 1cb2
Data @ Index 1073: 1544
Data @ Index 1074: d77
Data @ Index 1075: 52a
Data @ Index 1076: fbbf
Data @ Index 1077: f282
Data @ Index 1078: ebc6
Data @ Index 1079: e996
Data @ Index 1080: e7ed
Data @ Index 1081: e67c
Data @ Index 1082: e5be
Data @ Index 1083: e470
Data @ Index 1084: e29c
Data @ Index 1085: e147
Data @ Index 1086: e0ca
Data @ Index 1087: df70
Data @ Index 1088: de50
Data @ Index 1089: dd77
Data @ Index 1090: e096
Data @ Index 1091: e82a
Data @ Index 1092: f104
Data @ Index 1093: f906
Data @ Index 1094: 226
Data @ Index 1095: bbd
Data @ Index 1096: 152e
Data @ Index 1097: 1e90
Data @ Index 1098: 2944
Data @ Index 1099: 343d
Data @ Index 1100: 3bc7
Data @ Index 1101: 3b4f
Data @ Index 1102: 3537
Data @ Index 1103: 2e33
Data @ Index 1104: 273c
Data @ Index 1105: 1f7b
Data @ Index 1106: 17b1
Data @ Index 1107: 101b
Data @ Index 1108: 7f8
Data @ Index 1109: ff05
Data @ Index 1110: f557
Data @ Index 1111: ee64
Data @ Index 1112: ebc3
Data @ Index 1113: ea47
Data @ Index 1114: e8a7
Data @ Index 1115: e77b
Data @ Index 1116: e687
Data @ Index 1117: e509
Data @ Index 1118: e393
Data @ Index 1119: e272
Data @ Index 1120: e121
Data @ Index 1121: dff6
Data @ Index 1122: de8c
Data @ Index 1123: e027
Data @ Index 1124: e6f8
Data @ Index 1125: ef87
Data @ Index 1126: f79e
Data @ Index 1127: ffcc
Data @ Index 1128: 8e1
Data @ Index 1129: 1271
Data @ Index 1130: 1c05
Data @ Index 1131: 25f1
Data @ Index 1132: 3044
Data @ Index 1133: 3a24
Data @ Index 1134: 3dad
Data @ Index 1135: 3954
Data @ Index 1136: 3207
Data @ Index 1137: 2b06
Data @ Index 1138: 2485
Data @ Index 1139: 1cf8
Data @ Index 1140: 1480
Data @ Index 1141: cb9
Data @ Index 1142: 4fd
Data @ Index 1143: fc0c
Data @ Index 1144: f2d6
Data @ Index 1145: ee1b
Data @ Index 1146: ecae
Data @ Index 1147: eaf6
Data @ Index 1148: e962
Data @ Index 1149: e825
Data @ Index 1150: e73c
Data @ Index 1151: e5f8
Data @ Index 1152: e417
Data @ Index 1153: e273
Data @ Index 1154: e150
Data @ Index 1155: e085
Data @ Index 1156: df8e
Data @ Index 1157: e228
Data @ Index 1158: e9e8
Data @ Index 1159: f2aa
Data @ Index 1160: fa97
Data @ Index 1161: 218
Data @ Index 1162: b46
Data @ Index 1163: 15a0
Data @ Index 1164: 1ee1
Data @ Index 1165: 2813
Data @ Index 1166: 3274
Data @ Index 1167: 3b9c
Data @ Index 1168: 3d8d
Data @ Index 1169: 3852
Data @ Index 1170: 3182
Data @ Index 1171: 2a9a
Data @ Index 1172: 23b7
Data @ Index 1173: 1c8f
Data @ Index 1174: 14be
Data @ Index 1175: d1f
Data @ Index 1176: 55f
Data @ Index 1177: fc67
Data @ Index 1178: f32d
Data @ Index 1179: ee0d
Data @ Index 1180: ecb7
Data @ Index 1181: eb03
Data @ Index 1182: e94f
Data @ Index 1183: e89f
Data @ Index 1184: e7cf
Data @ Index 1185: e5f5
Data @ Index 1186: e386
Data @ Index 1187: e218
Data @ Index 1188: e13d
Data @ Index 1189: e068
Data @ Index 1190: df27
Data @ Index 1191: e140
Data @ Index 1192: e88d
Data @ Index 1193: f107
Data @ Index 1194: f911
Data @ Index 1195: 109
Data @ Index 1196: 98e
Data @ Index 1197: 12a2
Data @ Index 1198: 1c75
Data @ Index 1199: 2634
Data @ Index 1200: 2f99
Data @ Index 1201: 39bd
Data @ Index 1202: 3e5a
Data @ Index 1203: 3aed
Data @ Index 1204: 33f9
Data @ Index 1205: 2d33
Data @ Index 1206: 2613
Data @ Index 1207: 1e77
Data @ Index 1208: 1833
Data @ Index 1209: 10d2
Data @ Index 1210: 877
Data @ Index 1211: fff2
Data @ Index 1212: f6dc
Data @ Index 1213: eff4
Data @ Index 1214: ecaf
Data @ Index 1215: eaae
Data @ Index 1216: e8d0
Data @ Index 1217: e7a8
Data @ Index 1218: e69f
Data @ Index 1219: e4d1
Data @ Index 1220: e2a4
Data @ Index 1221: e11e
Data @ Index 1222: df66
Data @ Index 1223: de1e
Data @ Index 1224: dc81
Data @ Index 1225: dbeb
Data @ Index 1226: e0d0
Data @ Index 1227: e8f9
Data @ Index 1228: f0d9
Data @ Index 1229: f8c5
Data @ Index 1230: 17b
Data @ Index 1231: a45
Data @ Index 1232: 127c
Data @ Index 1233: 1b55
Data @ Index 1234: 252c
Data @ Index 1235: 2ed3
Data @ Index 1236: 37ef
Data @ Index 1237: 3b6b
Data @ Index 1238: 3715
Data @ Index 1239: 3139
Data @ Index 1240: 2a8b
Data @ Index 1241: 242f
Data @ Index 1242: 1c8a
Data @ Index 1243: 1558
Data @ Index 1244: eab
Data @ Index 1245: 660
Data @ Index 1246: fe2e
Data @ Index 1247: f4b9
Data @ Index 1248: eda8
Data @ Index 1249: e9f0
Data @ Index 1250: e7eb
Data @ Index 1251: e64e
Data @ Index 1252: e456
Data @ Index 1253: e368
Data @ Index 1254: e1d1
Data @ Index 1255: e098
Data @ Index 1256: dea7
Data @ Index 1257: dd6a
Data @ Index 1258: dc74
Data @ Index 1259: dae2
Data @ Index 1260: da59
Data @ Index 1261: dc22
Data @ Index 1262: e3f3
Data @ Index 1263: ec0c
Data @ Index 1264: f3ee
Data @ Index 1265: fc19
Data @ Index 1266: 431
Data @ Index 1267: dcc
Data @ Index 1268: 15ea
Data @ Index 1269: 1f63
Data @ Index 1270: 28cd
Data @ Index 1271: 3309
Data @ Index 1272: 3a92
Data @ Index 1273: 39a0
Data @ Index 1274: 3446
Data @ Index 1275: 2dc1
Data @ Index 1276: 2757
Data @ Index 1277: 2015
Data @ Index 1278: 18e1
Data @ Index 1279: 11e8
Data @ Index 1280: a34
Data @ Index 1281: 2a1
Data @ Index 1282: f9f7
Data @ Index 1283: f194
Data @ Index 1284: eb6d
Data @ Index 1285: e913
Data @ Index 1286: e716
Data @ Index 1287: e508
Data @ Index 1288: e462
Data @ Index 1289: e2ba
Data @ Index 1290: e1b2
Data @ Index 1291: dfb4
Data @ Index 1292: de6b
Data @ Index 1293: dd9b
Data @ Index 1294: dc2c
Data @ Index 1295: dadf
Data @ Index 1296: d9eb
Data @ Index 1297: dd8b
Data @ Index 1298: e491
Data @ Index 1299: ec50
Data @ Index 1300: f4bc
Data @ Index 1301: fc9f
Data @ Index 1302: 48a
Data @ Index 1303: d86
Data @ Index 1304: 165a
Data @ Index 1305: 1f7f
Data @ Index 1306: 28cd
Data @ Index 1307: 32c7
Data @ Index 1308: 3977
Data @ Index 1309: 3962
Data @ Index 1310: 34e1
Data @ Index 1311: 2d98
Data @ Index 1312: 26ee
Data @ Index 1313: 207d
Data @ Index 1314: 19d7
Data @ Index 1315: 1249
Data @ Index 1316: b05
Data @ Index 1317: 357
Data @ Index 1318: fad1
Data @ Index 1319: f2c3
Data @ Index 1320: ebf5
Data @ Index 1321: e964
Data @ Index 1322: e755
Data @ Index 1323: e67a
Data @ Index 1324: e4e7
Data @ Index 1325: e3c7
Data @ Index 1326: e2cf
Data @ Index 1327: e0a1
Data @ Index 1328: df62
Data @ Index 1329: dde9
Data @ Index 1330: dd05
Data @ Index 1331: dbaa
Data @ Index 1332: dab8
Data @ Index 1333: dcbe
Data @ Index 1334: e2b2
Data @ Index 1335: ea9f
Data @ Index 1336: f218
Data @ Index 1337: f9e1
Data @ Index 1338: 211
Data @ Index 1339: aa3
Data @ Index 1340: 134f
Data @ Index 1341: 1c10
Data @ Index 1342: 2539
Data @ Index 1343: 2ec8
Data @ Index 1344: 374c
Data @ Index 1345: 3952
Data @ Index 1346: 3598
Data @ Index 1347: 2f71
Data @ Index 1348: 291e
Data @ Index 1349: 2271
Data @ Index 1350: 1bc9
Data @ Index 1351: 158c
Data @ Index 1352: e53
Data @ Index 1353: 6de
Data @ Index 1354: fee0
Data @ Index 1355: f655
Data @ Index 1356: eea6
Data @ Index 1357: eac0
Data @ Index 1358: e937
Data @ Index 1359: e772
Data @ Index 1360: e5de
Data @ Index 1361: e482
Data @ Index 1362: e31d
Data @ Index 1363: e1d7
Data @ Index 1364: e0b5
Data @ Index 1365: df40
Data @ Index 1366: dd60
Data @ Index 1367: dcaa
Data @ Index 1368: db63
Data @ Index 1369: db7c
Data @ Index 1370: df2b
Data @ Index 1371: e618
Data @ Index 1372: ee21
Data @ Index 1373: f5e5
Data @ Index 1374: fdf7
Data @ Index 1375: 540
Data @ Index 1376: d79
Data @ Index 1377: 1684
Data @ Index 1378: 1fa0
Data @ Index 1379: 2882
Data @ Index 1380: 3271
Data @ Index 1381: 38f4
Data @ Index 1382: 380c
Data @ Index 1383: 331d
Data @ Index 1384: 2d14
Data @ Index 1385: 26a5
Data @ Index 1386: 1f95
Data @ Index 1387: 1a46
Data @ Index 1388: 14a2
Data @ Index 1389: cc6
Data @ Index 1390: 453
Data @ Index 1391: fc7d
Data @ Index 1392: f423
Data @ Index 1393: ed4f
Data @ Index 1394: ea80
Data @ Index 1395: e8de
Data @ Index 1396: e727
Data @ Index 1397: e52e
Data @ Index 1398: e42a
Data @ Index 1399: e2d2
Data @ Index 1400: e0f2
Data @ Index 1401: dff9
Data @ Index 1402: dea1
Data @ Index 1403: ddb1
Data @ Index 1404: dc73
Data @ Index 1405: db30
Data @ Index 1406: daef
Data @ Index 1407: df77
Data @ Index 1408: e699
Data @ Index 1409: ee08
Data @ Index 1410: f63d
Data @ Index 1411: fdf1
Data @ Index 1412: 5da
Data @ Index 1413: d63
Data @ Index 1414: 164f
Data @ Index 1415: 1fb6
Data @ Index 1416: 28fe
Data @ Index 1417: 330e
Data @ Index 1418: 39c8
Data @ Index 1419: 3957
Data @ Index 1420: 343b
Data @ Index 1421: 2edd
Data @ Index 1422: 2838
Data @ Index 1423: 215d
Data @ Index 1424: 1b34
Data @ Index 1425: 1541
Data @ Index 1426: eaf
Data @ Index 1427: 637
Data @ Index 1428: fe22
Data @ Index 1429: f55d
Data @ Index 1430: ee0f
Data @ Index 1431: eac8
Data @ Index 1432: e913
Data @ Index 1433: e6cf
Data @ Index 1434: e4fa
Data @ Index 1435: e437
Data @ Index 1436: e341
Data @ Index 1437: e201
Data @ Index 1438: dfd4
Data @ Index 1439: de81
Data @ Index 1440: ddb8
Data @ Index 1441: dcb5
Data @ Index 1442: dbd1
Data @ Index 1443: da73
Data @ Index 1444: dc92
Data @ Index 1445: e2e1
Data @ Index 1446: ea4b
Data @ Index 1447: f1c1
Data @ Index 1448: f98e
Data @ Index 1449: 11c
Data @ Index 1450: 92a
Data @ Index 1451: 1197
Data @ Index 1452: 1a1d
Data @ Index 1453: 23cd
Data @ Index 1454: 2d3b
Data @ Index 1455: 362b
Data @ Index 1456: 3a82
Data @ Index 1457: 3815
Data @ Index 1458: 32e4
Data @ Index 1459: 2d23
Data @ Index 1460: 2708
Data @ Index 1461: 208e
Data @ Index 1462: 19a7
Data @ Index 1463: 12e5
Data @ Index 1464: c5c
Data @ Index 1465: 4a3
Data @ Index 1466: fc41
Data @ Index 1467: f418
Data @ Index 1468: ed2c
Data @ Index 1469: ea22
Data @ Index 1470: e87e
Data @ Index 1471: e6dc
Data @ Index 1472: e581
Data @ Index 1473: e3d4
Data @ Index 1474: e2e1
Data @ Index 1475: e1d7
Data @ Index 1476: e024
Data @ Index 1477: dedb
Data @ Index 1478: de21
Data @ Index 1479: dcd3
Data @ Index 1480: dba8
Data @ Index 1481: dad6
Data @ Index 1482: dcbb
Data @ Index 1483: e2b3
Data @ Index 1484: e9aa
Data @ Index 1485: f117
Data @ Index 1486: f87c
Data @ Index 1487: ffcf
Data @ Index 1488: 822
Data @ Index 1489: 1088
Data @ Index 1490: 18ac
Data @ Index 1491: 219f
Data @ Index 1492: 2b05
Data @ Index 1493: 33fb
Data @ Index 1494: 39b6
Data @ Index 1495: 38e7
Data @ Index 1496: 3408
Data @ Index 1497: 2e46
Data @ Index 1498: 288c
Data @ Index 1499: 22e0
Data @ Index 1500: 1c14
Data @ Index 1501: 1536
Data @ Index 1502: e63
Data @ Index 1503: 729
Data @ Index 1504: ff79
Data @ Index 1505: f75f
Data @ Index 1506: ef90
Data @ Index 1507: eab0
Data @ Index 1508: e8fa
Data @ Index 1509: e7ad
Data @ Index 1510: e67e
Data @ Index 1511: e4d8
Data @ Index 1512: e34f
Data @ Index 1513: e242
Data @ Index 1514: e092
Data @ Index 1515: df82
Data @ Index 1516: de8e
Data @ Index 1517: dd53
Data @ Index 1518: dc1f
Data @ Index 1519: db27
Data @ Index 1520: db76
Data @ Index 1521: df06
Data @ Index 1522: e562
Data @ Index 1523: ec2f
Data @ Index 1524: f342
Data @ Index 1525: fa90
Data @ Index 1526: 27a
Data @ Index 1527: aca
Data @ Index 1528: 12bc
Data @ Index 1529: 1aee
Data @ Index 1530: 23f7
Data @ Index 1531: 2d73
Data @ Index 1532: 361c
Data @ Index 1533: 3a16
Data @ Index 1534: 383e
Data @ Index 1535: 3304
Data @ Index 1536: 2d5c
Data @ Index 1537: 27da
Data @ Index 1538: 21f4
Data @ Index 1539: 1b96
Data @ Index 1540: 14f5
Data @ Index 1541: e0e
Data @ Index 1542: 6c3
Data @ Index 1543: ff50
Data @ Index 1544: f725
Data @ Index 1545: ef66
Data @ Index 1546: eaff
Data @ Index 1547: e914
Data @ Index 1548: e7c1
Data @ Index 1549: e689
Data @ Index 1550: e53e
Data @ Index 1551: e3f8
Data @ Index 1552: e254
Data @ Index 1553: e0d1
Data @ Index 1554: dfbd
Data @ Index 1555: de92
Data @ Index 1556: dd04
Data @ Index 1557: dbc9
Data @ Index 1558: dad8
Data @ Index 1559: da77
Data @ Index 1560: dd38
Data @ Index 1561: e30d
Data @ Index 1562: e9ef
Data @ Index 1563: f0fa
Data @ Index 1564: f7fc
Data @ Index 1565: ffbe
Data @ Index 1566: 7a9
Data @ Index 1567: f95
Data @ Index 1568: 17d2
Data @ Index 1569: 206f
Data @ Index 1570: 29d4
Data @ Index 1571: 32f2
Data @ Index 1572: 3968
Data @ Index 1573: 3a8f
Data @ Index 1574: 36ae
Data @ Index 1575: 30e3
Data @ Index 1576: 2b1c
Data @ Index 1577: 256f
Data @ Index 1578: 1f87
Data @ Index 1579: 1933
Data @ Index 1580: 1292
Data @ Index 1581: bad
Data @ Index 1582: 49b
Data @ Index 1583: fcfa
Data @ Index 1584: f504
Data @ Index 1585: ee76
Data @ Index 1586: ea92
Data @ Index 1587: e8e6
Data @ Index 1588: e7a7
Data @ Index 1589: e641
Data @ Index 1590: e4ec
Data @ Index 1591: e357
Data @ Index 1592: e1df
Data @ Index 1593: e088
Data @ Index 1594: dfa1
Data @ Index 1595: de8e
Data @ Index 1596: dd2b
Data @ Index 1597: db83
Data @ Index 1598: da18
Data @ Index 1599: d9f9
Data @ Index 1600: dc75
Data @ Index 1601: e237
Data @ Index 1602: e923
Data @ Index 1603: efde
Data @ Index 1604: f6aa
Data @ Index 1605: fe85
Data @ Index 1606: 690
Data @ Index 1607: e42
Data @ Index 1608: 15fc
Data @ Index 1609: 1e2c
Data @ Index 1610: 2760
Data @ Index 1611: 3094
Data @ Index 1612: 3800
Data @ Index 1613: 3aac
Data @ Index 1614: 37f1
Data @ Index 1615: 32e7
Data @ Index 1616: 2dde
Data @ Index 1617: 28e5
Data @ Index 1618: 22dd
Data @ Index 1619: 1cba
Data @ Index 1620: 167c
Data @ Index 1621: fa5
Data @ Index 1622: 8df
Data @ Index 1623: 1cb
Data @ Index 1624: fa48
Data @ Index 1625: f2e8
Data @ Index 1626: ed5e
Data @ Index 1627: eb03
Data @ Index 1628: e979
Data @ Index 1629: e77b
Data @ Index 1630: e5a4
Data @ Index 1631: e442
Data @ Index 1632: e2f1
Data @ Index 1633: e151
Data @ Index 1634: e034
Data @ Index 1635: df01
Data @ Index 1636: ddb7
Data @ Index 1637: dc99
Data @ Index 1638: db4d
Data @ Index 1639: da32
Data @ Index 1640: d9ea
Data @ Index 1641: dc7e
Data @ Index 1642: e25d
Data @ Index 1643: e90b
Data @ Index 1644: ef86
Data @ Index 1645: f5f3
Data @ Index 1646: fd05
Data @ Index 1647: 464
Data @ Index 1648: c47
Data @ Index 1649: 14bc
Data @ Index 1650: 1cb1
Data @ Index 1651: 24f7
Data @ Index 1652: 2de3
Data @ Index 1653: 35c5
Data @ Index 1654: 3a2c
Data @ Index 1655: 38a7
Data @ Index 1656: 344f
Data @ Index 1657: 2f43
Data @ Index 1658: 2a63
Data @ Index 1659: 2530
Data @ Index 1660: 1f44
Data @ Index 1661: 191c
Data @ Index 1662: 12b4
Data @ Index 1663: bd4
Data @ Index 1664: 555
Data @ Index 1665: fe4f
Data @ Index 1666: f65c
Data @ Index 1667: ef9b
Data @ Index 1668: eb9a
Data @ Index 1669: e9d7
Data @ Index 1670: e848
Data @ Index 1671: e684
Data @ Index 1672: e4c5
Data @ Index 1673: e3aa
Data @ Index 1674: e28b
Data @ Index 1675: e13d
Data @ Index 1676: dfc8
Data @ Index 1677: de70
Data @ Index 1678: dd1f
Data @ Index 1679: dc28
Data @ Index 1680: db72
Data @ Index 1681: da33
Data @ Index 1682: da23
Data @ Index 1683: ddc9
Data @ Index 1684: e34d
Data @ Index 1685: e9f2
Data @ Index 1686: f078
Data @ Index 1687: f707
Data @ Index 1688: fe69
Data @ Index 1689: 5de
Data @ Index 1690: d6f
Data @ Index 1691: 15ad
Data @ Index 1692: 1de5
Data @ Index 1693: 2615
Data @ Index 1694: 2ed9
Data @ Index 1695: 3698
Data @ Index 1696: 3a5a
Data @ Index 1697: 38c8
Data @ Index 1698: 343d
Data @ Index 1699: 2f71
Data @ Index 1700: 2a4d
Data @ Index 1701: 24bc
Data @ Index 1702: 1e71
Data @ Index 1703: 18b8
Data @ Index 1704: 12e4
Data @ Index 1705: bd3
Data @ Index 1706: 4f3
Data @ Index 1707: fde5
Data @ Index 1708: f65b
Data @ Index 1709: efed
Data @ Index 1710: ebe7
Data @ Index 1711: e9d8
Data @ Index 1712: e901
Data @ Index 1713: e6e4
Data @ Index 1714: e55e
Data @ Index 1715: e41f
Data @ Index 1716: e2b2
Data @ Index 1717: e140
Data @ Index 1718: e042
Data @ Index 1719: de88
Data @ Index 1720: dd7d
Data @ Index 1721: dc39
Data @ Index 1722: db70
Data @ Index 1723: da8b
Data @ Index 1724: da11
Data @ Index 1725: dca5
Data @ Index 1726: e20c
Data @ Index 1727: e84e
Data @ Index 1728: eecf
Data @ Index 1729: f53a
Data @ Index 1730: fc7e
Data @ Index 1731: 3b5
Data @ Index 1732: ad8
Data @ Index 1733: 12cf
Data @ Index 1734: 1adf
Data @ Index 1735: 2328
Data @ Index 1736: 2bdc
Data @ Index 1737: 336e
Data @ Index 1738: 38f4
Data @ Index 1739: 39d7
Data @ Index 1740: 3603
Data @ Index 1741: 3177
Data @ Index 1742: 2cb5
Data @ Index 1743: 2761
Data @ Index 1744: 21c7
Data @ Index 1745: 1ba3
Data @ Index 1746: 15a9
Data @ Index 1747: 1060
Data @ Index 1748: 9c5
Data @ Index 1749: 393
Data @ Index 1750: fbdc
Data @ Index 1751: f3fd
Data @ Index 1752: ee2a
Data @ Index 1753: eb3e
Data @ Index 1754: ea0d
Data @ Index 1755: e8bb
Data @ Index 1756: e618
Data @ Index 1757: e4d9
Data @ Index 1758: e3a7
Data @ Index 1759: e34b
Data @ Index 1760: e215
Data @ Index 1761: dfe7
Data @ Index 1762: dd4b
Data @ Index 1763: dc61
Data @ Index 1764: db8e
Data @ Index 1765: db55
Data @ Index 1766: da24
Data @ Index 1767: da1e
Data @ Index 1768: dcfd
Data @ Index 1769: e1c9
Data @ Index 1770: e8d8
Data @ Index 1771: efd5
Data @ Index 1772: f5c6
Data @ Index 1773: fcb8
Data @ Index 1774: 346
Data @ Index 1775: a4a
Data @ Index 1776: 1285
Data @ Index 1777: 1a21
Data @ Index 1778: 21dc
Data @ Index 1779: 29c2
Data @ Index 1780: 31b5
Data @ Index 1781: 387a
Data @ Index 1782: 3a0b
Data @ Index 1783: 3733
Data @ Index 1784: 321d
Data @ Index 1785: 2cad
Data @ Index 1786: 280d
Data @ Index 1787: 22ee
Data @ Index 1788: 1cca
Data @ Index 1789: 16ed
Data @ Index 1790: 1197
Data @ Index 1791: c54
Data @ Index 1792: 699
Data @ Index 1793: fe61
Data @ Index 1794: f779
Data @ Index 1795: f0b0
Data @ Index 1796: ecd9
Data @ Index 1797: eab9
Data @ Index 1798: e97e
Data @ Index 1799: e7ad
Data @ Index 1800: e5f3
Data @ Index 1801: e41b
Data @ Index 1802: e3e8
Data @ Index 1803: e281
Data @ Index 1804: e0ee
Data @ Index 1805: df32
Data @ Index 1806: dd9f
Data @ Index 1807: dc70
Data @ Index 1808: db88
Data @ Index 1809: da2f
Data @ Index 1810: d957
Data @ Index 1811: d9f3
Data @ Index 1812: ddae
Data @ Index 1813: e32a
Data @ Index 1814: ea4c
Data @ Index 1815: f140
Data @ Index 1816: f783
Data @ Index 1817: fd98
Data @ Index 1818: 481
Data @ Index 1819: be8
Data @ Index 1820: 131d
Data @ Index 1821: 1aa1
Data @ Index 1822: 2278
Data @ Index 1823: 2b40
Data @ Index 1824: 333a
Data @ Index 1825: 3883
Data @ Index 1826: 39b8
Data @ Index 1827: 36db
Data @ Index 1828: 327a
Data @ Index 1829: 2d88
Data @ Index 1830: 285a
Data @ Index 1831: 22d8
Data @ Index 1832: 1da0
Data @ Index 1833: 183b
Data @ Index 1834: 12ba
Data @ Index 1835: cb1
Data @ Index 1836: 657
Data @ Index 1837: ffba
Data @ Index 1838: f847
Data @ Index 1839: f1de
Data @ Index 1840: ed72
Data @ Index 1841: eb32
Data @ Index 1842: e9cd
Data @ Index 1843: e861
Data @ Index 1844: e681
Data @ Index 1845: e545
Data @ Index 1846: e3f3
Data @ Index 1847: e344
Data @ Index 1848: e19d
Data @ Index 1849: e056
Data @ Index 1850: df0d
Data @ Index 1851: dd65
Data @ Index 1852: dc24
Data @ Index 1853: db09
Data @ Index 1854: d9aa
Data @ Index 1855: d91f
Data @ Index 1856: db0f
Data @ Index 1857: e035
Data @ Index 1858: e623
Data @ Index 1859: ec56
Data @ Index 1860: f309
Data @ Index 1861: fa39
Data @ Index 1862: ffdd
Data @ Index 1863: 618
Data @ Index 1864: c9a
Data @ Index 1865: 1511
Data @ Index 1866: 1d1b
Data @ Index 1867: 2503
Data @ Index 1868: 2c9a
Data @ Index 1869: 3470
Data @ Index 1870: 3989
Data @ Index 1871: 39cc
Data @ Index 1872: 3613
Data @ Index 1873: 31be
Data @ Index 1874: 2d12
Data @ Index 1875: 2800
Data @ Index 1876: 2294
Data @ Index 1877: 1d56
Data @ Index 1878: 1893
Data @ Index 1879: 13b4
Data @ Index 1880: dc4
Data @ Index 1881: 703
Data @ Index 1882: 1c
Data @ Index 1883: f937
Data @ Index 1884: f318
Data @ Index 1885: ee3b
Data @ Index 1886: eb7b
Data @ Index 1887: e9ef
Data @ Index 1888: e86e
Data @ Index 1889: e69e
Data @ Index 1890: e587
Data @ Index 1891: e41e
Data @ Index 1892: e38b
Data @ Index 1893: e23c
Data @ Index 1894: e0cd
Data @ Index 1895: ded4
Data @ Index 1896: dd43
Data @ Index 1897: dbc8
Data @ Index 1898: dae3
Data @ Index 1899: d997
Data @ Index 1900: d88c
Data @ Index 1901: d985
Data @ Index 1902: dd4c
Data @ Index 1903: e28f
Data @ Index 1904: e7fd
Data @ Index 1905: ee59
Data @ Index 1906: f4e4
Data @ Index 1907: fb1d
Data @ Index 1908: 13f
Data @ Index 1909: 78e
Data @ Index 1910: f14
Data @ Index 1911: 16e1
Data @ Index 1912: 1e8c
Data @ Index 1913: 26e7
Data @ Index 1914: 2f51
Data @ Index 1915: 35e2
Data @ Index 1916: 399f
Data @ Index 1917: 3960
Data @ Index 1918: 3644
Data @ Index 1919: 320f
Data @ Index 1920: 2d95
Data @ Index 1921: 2912
Data @ Index 1922: 2433
Data @ Index 1923: 1eea
Data @ Index 1924: 19c8
Data @ Index 1925: 148f
Data @ Index 1926: ec9
Data @ Index 1927: 88f
Data @ Index 1928: 293
Data @ Index 1929: fbb0
Data @ Index 1930: f544
Data @ Index 1931: efd1
Data @ Index 1932: ec70
Data @ Index 1933: ea7f
